crse_id,crse_attr,crse_attr_lov_descr,crse_attr_value,crse_attr_value_lov_descr
025111,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025111,REG,Registration Considerations,C,Crosslisted in another department
025111,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025111,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025132,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025132,REG,Registration Considerations,C,Crosslisted in another department
025132,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025213,REG,Registration Considerations,C,Crosslisted in another department
025267,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
025267,REG,Registration Considerations,C,Crosslisted in another department
025272,REG,Registration Considerations,C,Crosslisted in another department
025272,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025272,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025276,REG,Registration Considerations,C,Crosslisted in another department
025276,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025281,REG,Registration Considerations,C,Crosslisted in another department
025281,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025281,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025282,REG,Registration Considerations,C,Crosslisted in another department
025287,REG,Registration Considerations,C,Crosslisted in another department
025288,REG,Registration Considerations,C,Crosslisted in another department
025289,REG,Registration Considerations,C,Crosslisted in another department
025329,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025329,REG,Registration Considerations,C,Crosslisted in another department
025329,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025345,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
025345,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
025345,REG,Registration Considerations,C,Crosslisted in another department
025555,REG,Registration Considerations,C,Crosslisted in another department
025561,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025561,REG,Registration Considerations,C,Crosslisted in another department
025561,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025564,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025564,REG,Registration Considerations,C,Crosslisted in another department
025564,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025602,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025602,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025602,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
025602,REG,Registration Considerations,C,Crosslisted in another department
025602,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025602,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025602,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025661,REG,Registration Considerations,C,Crosslisted in another department
025663,REG,Registration Considerations,C,Crosslisted in another department
025676,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025676,REG,Registration Considerations,C,Crosslisted in another department
025676,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025676,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025865,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025865,REG,Registration Considerations,C,Crosslisted in another department
025865,REG,Registration Considerations,S,Summer Session Bulletin
025865,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025865,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025938,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
025938,REG,Registration Considerations,C,Crosslisted in another department
025938,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
025938,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025997,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025997,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025997,REG,Registration Considerations,C,Crosslisted in another department
025997,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025997,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025998,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025998,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
025998,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
025998,REG,Registration Considerations,C,Crosslisted in another department
025998,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025998,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
026021,REG,Registration Considerations,C,Crosslisted in another department
026029,REG,Registration Considerations,C,Crosslisted in another department
026030,REG,Registration Considerations,C,Crosslisted in another department
026150,REG,Registration Considerations,C,Crosslisted in another department
026151,REG,Registration Considerations,C,Crosslisted in another department
026177,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026177,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
026177,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
026177,REG,Registration Considerations,C,Crosslisted in another department
026177,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026177,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
026272,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
026272,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
026272,REG,Registration Considerations,C,Crosslisted in another department
026272,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
026272,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026309,REG,Registration Considerations,C,Crosslisted in another department
026329,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026329,REG,Registration Considerations,C,Crosslisted in another department
026329,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
026329,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026329,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
026353,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026353,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
026353,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
026353,REG,Registration Considerations,C,Crosslisted in another department
026353,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
026353,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026353,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
026356,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
026356,REG,Registration Considerations,C,Crosslisted in another department
026356,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
026356,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026357,REG,Registration Considerations,C,Crosslisted in another department
026359,REG,Registration Considerations,C,Crosslisted in another department
026502,REG,Registration Considerations,C,Crosslisted in another department
026607,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
026607,REG,Registration Considerations,C,Crosslisted in another department
026607,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026737,REG,Registration Considerations,C,Crosslisted in another department
026737,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
026737,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026769,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026769,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
026769,REG,Registration Considerations,C,Crosslisted in another department
026769,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026769,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
026865,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026865,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
026865,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
026865,INTR,Interest Area,SL,Service Learning Course
026865,REG,Registration Considerations,C,Crosslisted in another department
026865,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
026865,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
026865,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026865,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
026881,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026881,REG,Registration Considerations,C,Crosslisted in another department
026881,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
026915,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
026915,REG,Registration Considerations,C,Crosslisted in another department
026915,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026915,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027125,REG,Registration Considerations,C,Crosslisted in another department
027125,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
027125,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027158,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027158,REG,Registration Considerations,C,Crosslisted in another department
027158,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027168,REG,Registration Considerations,C,Crosslisted in another department
027301,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027301,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
027301,REG,Registration Considerations,C,Crosslisted in another department
027301,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
027301,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027425,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027425,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027425,REG,Registration Considerations,C,Crosslisted in another department
027425,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027425,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027427,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027427,REG,Registration Considerations,C,Crosslisted in another department
027441,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027441,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027441,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
027441,REG,Registration Considerations,C,Crosslisted in another department
027441,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027441,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027441,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027453,REG,Registration Considerations,C,Crosslisted in another department
027454,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027454,REG,Registration Considerations,C,Crosslisted in another department
027454,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027454,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027509,REG,Registration Considerations,C,Crosslisted in another department
027509,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
027509,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027531,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027531,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
027531,REG,Registration Considerations,C,Crosslisted in another department
027531,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
027531,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027533,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027533,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
027533,REG,Registration Considerations,C,Crosslisted in another department
027533,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027535,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027535,REG,Registration Considerations,C,Crosslisted in another department
027535,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027535,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027535,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027584,REG,Registration Considerations,C,Crosslisted in another department
027625,REG,Registration Considerations,C,Crosslisted in another department
027722,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027722,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
027722,REG,Registration Considerations,C,Crosslisted in another department
027722,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027775,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027775,REG,Registration Considerations,C,Crosslisted in another department
027775,REG,Registration Considerations,G,Course has discussion
027775,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
027775,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027797,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
027797,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
027797,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
027797,REG,Registration Considerations,C,Crosslisted in another department
027797,REG,Registration Considerations,G,Course has discussion
027797,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
027797,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
027797,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027804,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
027804,REG,Registration Considerations,C,Crosslisted in another department
027870,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
027870,REG,Registration Considerations,C,Crosslisted in another department
027870,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027870,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
027870,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
028155,REG,Registration Considerations,C,Crosslisted in another department
028155,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
028155,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
028199,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
028199,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
028199,REG,Registration Considerations,C,Crosslisted in another department
028199,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
028199,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
028205,REG,Registration Considerations,C,Crosslisted in another department
028205,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
028205,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
028223,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
028223,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
028223,REG,Registration Considerations,C,Crosslisted in another department
028223,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
028233,REG,Registration Considerations,C,Crosslisted in another department
028233,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
028233,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
028234,REG,Registration Considerations,C,Crosslisted in another department
028234,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
028234,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
028363,REG,Registration Considerations,G,Course has discussion
028488,REG,Registration Considerations,C,Crosslisted in another department
